fast,decision,failedcomp,decision_time,intime,round,gender,age,ed,pgg,mturk
0,0.75,1,14,1,1,0,45,l1,1,1
0,0.1,0,14,1,1,0,18,l1,1,1
0,0.55,1,14,1,1,1,32,l1,1,1
0,0,0,14,1,1,0,18,l1,1,1
0,0.25,0,14,1,1,0,21,l1,1,1
0,0.75,1,14,1,1,1,31,l1,1,1
0,1,0,14,1,1,0,23,l1,1,1
1,0.25,0,14,0,1,1,18,l1,1,1
1,1,0,14,0,1,0,19,l1,1,1
0,1,0,14,1,1,0,19,l1,1,1
1,1,0,14,0,1,1,38,l1,1,1
0,1,0,14,1,1,0,18,l1,1,1
1,1,0,14,0,1,1,26,l1,1,1
1,0.75,0,14,0,1,0,26,l1,1,1
0,1,0,14.13,1,1,0,23,l1,1,1
0,0.3,0,14.186,1,1,1,18,l1,0,0
0,0,1,14.236,1,1,1,48,l1,0,0
0,0,0,14.283,1,1,0,24,l1,0,1
0,0,0,14.284,1,1,1,25,l1,1,1
0,1,1,14.312,1,1,1,31,l1,1,1
1,1,0,14.36,0,1,0,21,l1,1,1
0,1,0,14.377,1,1,1,20,l1,1,1
0,0.25,0,14.512,1,1,0,52,l1,1,1
0,1,0,14.558,1,1,0,33,l1,1,1
1,0,0,14.615,0,1,0,43,l1,0,1
0,0,0,14.669,1,1,1,30,l1,0,1
0,0,1,14.727,1,1,1,20,l1,0,1
0,0,1,14.775,1,1,1,20,l1,0,1
0,0,1,14.854,1,1,0,25,l1,0,1
0,0.75,1,14.854,1,1,1,59,l1,1,1
1,0.25,1,15,0,1,1,25,l1,1,1
0,0.4,1,15,1,1,0,20,l1,1,1
1,0,0,15,0,1,0,20,l1,0,1
0,0,1,15,1,1,0,53,l1,1,1
0,1,0,15,1,1,0,18,l1,1,1
1,0,0,15,0,1,1,31,l1,1,1
1,0.6,1,15,0,1,0,20,l1,1,1
0,0.25,0,15,1,1,0,20,l1,1,1
0,0.1,1,15,1,1,1,49,l1,1,1
0,0,0,15,1,1,0,26,l1,1,1
0,1,0,15,1,1,0,29,l1,1,1
0,1,0,15,1,1,1,43,l1,1,1
0,0,1,15.044,1,1,0,23,l1,0,0
0,0.75,0,15.073,1,1,1,67,l1,1,1
0,0.5,1,15.203,1,1,0,29,l1,1,1
0,0.5,1,15.219,1,1,0,21,l1,1,1
0,0.5,0,15.274,1,1,1,25,l1,0,1
0,0.5,0,15.385,1,1,1,55,l1,0,1
0,1,0,15.423,1,1,1,24,l1,1,1
0,1,0,15.532,1,1,0,19,l1,1,1
0,0.25,1,15.631,1,1,0,23,l1,1,1
0,0.5,0,15.718,1,1,0,20,l1,1,1
0,0,0,15.741,1,1,1,20,l1,0,1
0,0,0,15.995,1,1,1,19,l1,0,1
1,0.5,1,16,0,1,1,20,l1,1,1
1,0.5,0,16,0,1,1,34,l1,1,1
0,0,0,16,1,1,0,18,l1,0,1
0,0.65,1,16,1,1,0,25,l1,1,1
0,0.25,0,16,1,1,1,20,l1,1,1
1,1,1,16,0,1,0,37,l1,1,1
0,0.05,0,16,1,1,1,53,l1,1,1
0,1,0,16,1,1,0,37,l1,1,1
1,0.5,0,16,0,1,1,23,l1,1,1
0,0.75,1,16,1,1,0,24,l1,1,1
0,0.15,1,16,1,1,0,20,l1,1,1
0,0.5,1,16,1,1,1,43,l1,0,1
1,0,0,16.209,0,1,0,22,l1,0,1
0,0.75,1,16.211,1,1,0,23,l1,1,1
0,0.5,0,16.372,1,1,0,26,l1,0,1
0,0.5,0,16.393,1,1,0,47,l1,0,1
0,0.25,1,16.397,1,1,0,24,l1,0,1
0,0,1,16.59,1,1,1,29,l1,0,0
0,0.5,0,16.622,1,1,1,33,l1,1,1
0,1,0,16.664,1,1,0,26,l1,1,1
1,0.5,0,16.797,0,1,1,52,l1,0,1
0,0.25,0,16.879,1,1,0,19,l1,0,1
0,0.5,0,16.881,1,1,0,31,l1,1,1
0,1,0,16.889,1,1,1,19,l1,0,1
0,0.5,0,16.952,1,1,1,21,l1,0,1
0,0.25,0,17,1,1,0,37,l1,1,1
1,0.75,1,17,0,1,0,38,l1,1,1
1,0.05,1,17,0,1,0,19,l1,1,1
0,0.25,1,17,1,1,0,24,l1,1,1
0,1,1,17,1,1,1,26,l1,0,1
0,0.5,0,17,1,1,0,29,l1,1,1
0,1,0,17,1,1,0,19,l1,1,1
0,1,1,17,1,1,1,54,l1,1,1
0,1,1,17,1,1,0,35,l1,1,1
1,1,0,17,0,1,0,21,l1,1,1
0,0.5,1,17,1,1,0,21,l1,1,1
0,1,0,17,1,1,0,22,l1,1,1
1,0.75,0,17,0,1,1,43,l1,1,1
1,0.85,1,17,0,1,1,33,l1,1,1
1,1,1,17,0,1,0,32,l1,1,1
0,0,0,17,1,1,0,21,l1,1,1
0,0.5,0,17.234,1,1,1,23,l1,1,1
0,1,0,17.256,1,1,1,22,l1,1,1
0,0,0,17.322,1,1,0,29,l1,1,1
0,1,1,17.355,1,1,1,25,l1,1,1
0,1,0,17.503,1,1,0,30,l1,1,1
0,1,0,17.533,1,1,1,23,l1,1,1
0,1,0,17.786,1,1,1,51,l1,1,1
0,0.5,1,17.863,1,1,0,28,l1,1,1
1,0.6,1,18,0,1,0,35,l1,1,1
0,0.5,0,18,1,1,1,18,l1,1,1
0,0.5,0,18,1,1,0,45,l1,1,1
0,0.1,1,18,1,1,0,34,l1,1,1
0,0.15,1,18,1,1,1,33,l1,1,1
0,0.75,1,18,1,1,0,25,l1,1,1
0,0.35,0,18,1,1,0,19,l1,1,1
0,0,0,18,1,1,0,19,l1,1,1
1,0.15,1,18,0,1,1,30,l1,1,1
0,1,0,18,1,1,0,20,l1,1,1
0,1,0,18,1,1,0,43,l1,1,1
0,1,0,18.24,1,1,1,37,l1,0,1
0,1,0,18.465,1,1,1,23,l1,1,1
0,0.25,0,18.528,1,1,1,30,l1,1,1
0,0.5,1,18.534,1,1,1,26,l1,0,1
0,0.5,0,18.589,1,1,0,19,l1,1,1
0,1,1,18.605,1,1,1,39,l1,1,1
1,0.4,1,19,0,1,0,32,l1,1,1
0,0.25,0,19,1,1,0,21,l1,1,1
0,1,0,19,1,1,0,29,l1,1,1
1,0.95,0,19,0,1,1,60,l1,1,1
1,1,0,19,0,1,0,19,l1,0,1
0,1,1,19,1,1,0,20,l1,1,1
0,0.5,0,19,1,1,1,18,l1,1,1
0,0.75,0,19,1,1,0,22,l1,1,1
0,1,1,19,1,1,0,61,l1,1,1
1,0.75,0,19,0,1,1,36,l1,1,1
1,0.6,0,19,0,1,1,26,l1,1,1
0,0,0,19,1,1,1,32,l1,1,1
0,0,0,19,1,1,1,45,l1,1,1
0,0,0,19,1,1,1,53,l1,1,1
1,1,1,19,0,1,0,54,l1,1,1
0,1,0,19,1,1,1,34,l1,1,1
1,0.45,1,19,0,1,1,18,l1,1,1
0,0.5,1,19,1,1,0,26,l1,1,1
1,0.5,1,19,0,1,0,21,l1,1,1
1,0.1,0,19,0,1,0,37,l1,1,1
0,1,1,19,1,1,0,48,l1,1,1
0,0,0,19,1,1,0,22,l1,1,1
0,1,1,19.06,1,1,0,28,l1,0,1
0,0.5,1,19.107,1,1,1,45,l1,1,1
0,0.25,0,19.127,1,1,0,20,l1,0,1
0,1,1,19.526,1,1,0,55,l1,1,1
0,0,0,19.734,1,1,1,29,l1,0,1
0,0,1,19.975,1,1,1,19,l1,0,1
0,0.2,1,20,1,1,0,22,l1,1,1
0,0,0,20,1,1,1,52,l1,0,1
0,1,0,20,1,1,0,18,l1,0,1
0,0.5,1,20,1,1,1,18,l1,1,1
0,0.5,0,20,1,1,0,21,l1,1,1
0,0,0,20,1,1,0,32,l1,1,1
0,1,0,20,1,1,0,36,l1,1,1
0,1,0,20,1,1,1,51,l1,1,1
0,0,0,20,1,1,0,30,l1,1,1
0,1,0,20.068,1,1,0,28,l1,1,1
0,0.25,0,20.101,1,1,1,24,l1,0,1
0,0.5,0,20.311,1,1,0,20,l1,0,1
0,0.75,0,20.325,1,1,1,54,l1,0,1
0,0,0,20.527,1,1,0,18,l1,0,1
0,1,1,20.607,1,1,1,29,l1,0,1
1,1,1,21,0,1,0,22,l1,1,1
0,0,0,21,1,1,0,30,l1,0,1
1,0,1,21,0,1,0,30,l1,1,1
0,1,0,21,1,1,1,23,l1,1,1
0,0,0,21,1,1,0,18,l1,1,1
0,1,0,21,1,1,1,19,l1,1,1
0,1,0,21,1,1,0,33,l1,1,1
0,0.75,0,21,1,1,1,34,l1,1,1
0,0.05,1,21,1,1,1,19,l1,1,1
0,0.4,0,21,1,1,0,23,l1,1,1
0,0,0,21,1,1,0,29,l1,1,1
0,0,0,21,1,1,1,19,l1,1,1
0,0.5,1,21,1,1,1,32,l1,1,1
0,1,0,21.117,1,1,1,20,l1,0,1
0,0.5,0,21.262,1,1,1,28,l1,0,1
0,0.75,1,21.328,1,1,1,20,l1,1,1
0,0.75,0,21.621,1,1,0,24,l1,1,1
0,0,0,21.692,1,1,0,18,l1,0,1
0,0.05,1,22,1,1,0,25,l1,1,1
0,1,1,22,1,1,1,26,l1,1,1
0,0,1,22,1,1,1,18,l1,1,1
1,0,0,22,0,1,1,32,l1,1,1
0,1,1,22,1,1,1,39,l1,1,1
0,0.75,0,22,1,1,0,28,l1,1,1
0,1,0,22,1,1,1,49,l1,1,1
0,1,0,22,1,1,0,28,l1,1,1
0,1,1,22.416,1,1,0,21,l1,0,1
1,0.5,1,23,0,1,1,29,l1,1,1
0,1,0,23,1,1,0,18,l1,1,1
0,0.85,0,23,1,1,1,41,l1,1,1
0,0,0,23.779,1,1,1,36,l1,0,1
1,0.2,1,24,0,1,0,24,l1,1,1
0,0.5,1,24,1,1,0,22,l1,1,1
0,0.25,0,24,1,1,0,19,l1,1,1
0,0.75,1,24,1,1,1,18,l1,1,1
1,0.6,1,24,0,1,0,18,l1,1,1
0,0.5,0,24,1,1,0,22,l1,1,1
0,1,0,24,1,1,0,25,l1,1,1
0,1,0,24,1,1,0,30,l1,1,1
0,0,0,24,1,1,1,34,l1,1,1
0,0.4,1,24,1,1,1,33,l1,1,1
0,1,0,24.233,1,1,1,29,l1,1,1
0,0.25,1,24.438,1,1,1,33,l1,1,1
0,0.25,0,24.649,1,1,1,26,l1,1,1
0,1,1,25,1,1,0,22,l1,1,1
0,1,0,25,1,1,1,25,l1,1,1
0,0.5,1,25,1,1,0,44,l1,1,1
0,0,0,25,1,1,1,27,l1,1,1
0,0.25,0,25,1,1,0,24,l1,1,1
0,1,0,25,1,1,0,19,l1,1,1
0,1,0,25,1,1,0,24,l1,1,1
0,0.5,0,25,1,1,1,39,l1,1,1
0,1,1,25.08,1,1,0,18,l1,1,1
0,1,0,25.36,1,1,1,46,l1,0,1
0,1,0,25.379,1,1,0,18,l1,1,1
0,0.7,1,26,1,1,1,29,l1,1,1
0,0,1,26,1,1,1,34,l1,1,1
0,0,0,26,1,1,0,18,l1,1,1
1,0,0,26,0,1,0,23,l1,1,1
0,0.75,1,26,1,1,1,31,l1,1,1
0,0,0,26.317,1,1,1,38,l1,0,1
0,0,0,26.773,1,1,1,33,l1,0,1
0,1,0,27,1,1,0,18,l1,1,1
0,0.5,1,27,1,1,0,26,l1,1,1
0,0,0,27,1,1,1,23,l1,0,1
0,0.5,0,27,1,1,1,35,l1,1,1
0,0,1,27,1,1,0,25,l1,1,1
0,0.25,1,27,1,1,1,24,l1,1,1
0,0.5,0,27.082,1,1,1,31,l1,0,1
0,1,0,27.401,1,1,0,18,l1,1,1
0,0.5,0,27.568,1,1,0,25,l1,0,1
0,0.5,1,28,1,1,1,31,l1,1,1
0,1,1,28,1,1,1,26,l1,1,1
0,1,0,28,1,1,0,26,l1,1,1
0,1,0,28,1,1,0,38,l1,1,1
0,0,1,28,1,1,1,21,l1,1,1
0,1,0,28,1,1,0,27,l1,1,1
0,1,0,28.144,1,1,0,19,l1,1,1
0,0,0,28.311,1,1,0,18,l1,1,1
0,1,0,28.845,1,1,1,53,l1,0,1
0,0,1,29,1,1,1,36,l1,0,1
0,1,0,29,1,1,0,36,l1,1,1
0,0,1,29,1,1,0,59,l1,1,1
0,0,0,29,1,1,0,21,l1,1,1
0,0.45,1,29,1,1,1,19,l1,1,1
0,0,1,29.009,1,1,0,19,l1,0,0
0,1,0,29.225,1,1,1,34,l1,0,1
0,0,0,29.526,1,1,1,53,l1,1,1
0,1,1,29.652,1,1,1,39,l1,1,1
0,0.5,0,30,1,1,0,21,l1,0,1
0,0.75,0,30,1,1,0,26,l1,1,1
0,0.85,0,30,1,1,0,18,l1,1,1
0,1,1,30,1,1,0,26,l1,1,1
0,0.5,0,30,1,1,0,19,l1,1,1
0,0.5,0,30,1,1,1,27,l1,1,1
1,0,0,30.969,0,1,0,31,l1,0,1
0,0.5,1,31,1,1,1,21,l1,1,1
0,1,1,31,1,1,1,29,l1,1,1
0,0.75,0,31,1,1,1,36,l1,1,1
0,0.25,0,31,1,1,0,23,l1,1,1
0,1,0,31,1,1,1,47,l1,1,1
0,1,0,31,1,1,1,25,l1,1,1
0,1,1,31.06,1,1,1,39,l1,0,1
0,0.5,0,31.605,1,1,1,25,l1,0,1
0,1,0,32,1,1,1,41,l1,1,1
0,0,0,32,1,1,1,32,l1,1,1
0,1,0,32,1,1,0,40,l1,1,1
1,0.25,1,32,0,1,0,19,l1,1,1
0,1,0,32,1,1,1,29,l1,1,1
0,0.25,0,32,1,1,0,18,l1,1,1
0,0,1,32,1,1,1,32,l1,1,1
0,1,1,33,1,1,0,22,l1,1,1
0,1,1,33,1,1,1,59,l1,1,1
0,0.5,0,33,1,1,1,20,l1,1,1
0,0.25,0,33,1,1,1,58,l1,1,1
0,0,0,33,1,1,0,20,l1,1,1
0,0.65,1,34,1,1,1,33,l1,1,1
0,0.75,1,34,1,1,1,47,l1,1,1
0,1,0,34,1,1,1,37,l1,1,1
0,0,0,34.176,1,1,1,32,l1,1,1
0,0.15,0,35,1,1,0,31,l1,1,1
0,1,0,35,1,1,0,18,l1,1,1
0,0.25,1,35,1,1,0,29,l1,1,1
0,0.25,0,35,1,1,0,33,l1,1,1
0,0,1,35,1,1,1,47,l1,1,1
0,1,0,35,1,1,1,59,l1,1,1
0,0.375,1,36,1,1,0,21,l1,0,1
0,0.5,0,36,1,1,0,26,l1,1,1
0,1,1,36,1,1,1,26,l1,1,1
0,0,0,36.2,1,1,1,26,l1,1,1
0,0,1,36.273,1,1,1,33,l1,0,1
0,0.5,1,37,1,1,0,30,l1,1,1
0,0.25,1,37,1,1,1,36,l1,1,1
0,0,0,37,1,1,1,28,l1,1,1
0,0.5,1,38,1,1,0,30,l1,1,1
0,0,0,38,1,1,1,20,l1,1,1
0,0,0,38,1,1,1,59,l1,1,1
0,0.5,1,38.319,1,1,1,52,l1,1,1
0,0.5,1,38.546,1,1,1,52,l1,0,1
0,0,0,40,1,1,1,30,l1,1,1
0,0,0,41,1,1,0,28,l1,1,1
0,0.4,0,42,1,1,0,32,l1,1,1
0,0.5,1,42,1,1,1,29,l1,1,1
0,0.25,0,42,1,1,0,22,l1,1,1
0,0,0,42,1,1,0,18,l1,1,1
0,1,0,42,1,1,1,19,l1,1,1
0,0.5,0,42,1,1,1,18,l1,1,1
0,1,1,42,1,1,0,30,l1,1,1
0,0.45,0,43,1,1,0,27,l1,1,1
0,0.25,0,43.296,1,1,0,20,l1,1,1
0,1,1,44,1,1,0,20,l1,1,1
1,1,1,45,0,1,1,43,l1,1,1
0,1,0,45,1,1,0,21,l1,1,1
0,0.5,0,45,1,1,0,43,l1,1,1
0,0.25,0,46,1,1,1,19,l1,1,1
0,0,0,46,1,1,0,39,l1,1,1
0,1,0,46,1,1,1,20,l1,1,1
0,0.5,0,47,1,1,0,29,l1,1,1
1,0.2,1,48,0,1,1,23,l1,1,1
0,0.5,1,48,1,1,1,49,l1,1,1
0,1,0,50,1,1,0,28,l1,1,1
0,1,1,53,1,1,0,27,l1,1,1
0,1,1,53,1,1,0,20,l1,1,1
0,0,0,54,1,1,0,34,l1,1,1
0,0,0,55.293,1,1,0,22,l1,1,1
0,1,0,56.801,1,1,0,19,l1,0,1
0,0.5,0,59,1,1,0,22,l1,1,1
0,0.25,0,60,1,1,0,32,l1,1,1
0,1,0,61,1,1,0,29,l1,1,1
0,0,0,62.175,1,1,0,23,l1,1,1
0,0.2,0,67.281,1,1,0,20,l1,0,0
0,0.5,0,69,1,1,1,25,l1,1,1
0,1,0,74,1,1,0,18,l1,1,1
0,1,0,77,1,1,0,53,l1,1,1
0,0,1,83,1,1,0,38,l1,1,1
0,1,0,111,1,1,0,26,l1,1,1
0,0.5,0,257,1,1,0,19,l1,1,1
0,0.1,1,258.622,1,1,1,30,l1,0,0
0,0.5,1,332,1,1,0,30,l1,1,1
1,0.1,1,,,1,0,21,l1,1,1
1,0,1,,,1,0,19,l1,1,1
1,0.05,0,,,1,1,22,l1,1,1
0,0,0,,,1,1,36,l1,1,1
0,0,0,,,1,0,21,l1,1,1
0,1,0,,,1,1,18,l1,1,1
1,0.05,1,,,1,1,45,l1,1,1
1,1,0,1,1,1,1,52,3,1,1
1,0.35,1,2,1,1,0,33,3,1,1
0,0.2,1,2,0,1,0,33,3,1,1
1,1,1,2,1,1,0,22,3,1,1
1,0,0,2.916,1,1,0,24,3,0,1
1,0.35,1,3,1,1,1,34,3,1,1
1,0.55,1,3,1,1,1,23,3,0,1
1,0.575,1,3,1,1,0,23,3,0,1
0,0.5,1,3,0,1,0,19,3,1,1
1,0,0,3.9,1,1,0,23,3,0,1
0,0.3,1,4,0,1,0,24,3,1,1
0,1,1,4,0,1,1,49,3,1,1
0,0,0,4,0,1,0,60,3,1,1
1,1,1,4.167,1,1,1,33,3,1,1
1,0.5,0,4.651,1,1,0,26,3,1,1
1,1,1,4.98,1,1,0,33,3,1,1
0,0,0,5,0,1,0,20,3,1,1
1,0.5,1,5.193,1,1,0,54,3,0,0
1,0,1,5.418,1,1,1,40,3,0,1
1,0.2,1,5.5,1,1,0,44,3,0,0
1,1,0,5.684,1,1,0,36,3,0,1
1,0.5,0,5.708,1,1,1,58,3,0,1
1,0.5,0,5.796,1,1,0,24,3,1,1
1,1,1,6,1,1,1,58,3,1,1
0,1,1,6,0,1,1,26,3,1,1
1,1,0,6,1,1,1,21,3,1,1
1,1,0,6.024,1,1,1,53,3,0,1
1,1,0,6.158,1,1,1,30,3,1,1
1,0,1,6.373,1,1,1,60,3,1,1
1,1,0,6.434,1,1,1,51,3,0,1
0,0.25,1,6.445,0,1,1,23,3,0,1
1,1,1,6.45,1,1,1,47,3,0,1
1,0.5,1,6.536,1,1,1,33,3,0,1
0,0.5,1,6.551,0,1,0,21,3,0,1
1,0.75,0,6.64,1,1,0,36,3,0,1
1,0.75,0,6.665,1,1,0,31,3,1,1
1,0,0,6.734,1,1,0,33,3,0,1
1,0.5,0,6.817,1,1,1,52,3,1,1
0,0.5,1,6.859,0,1,0,23,3,1,1
1,1,1,7,1,1,0,21,3,0,1
1,0.75,1,7,1,1,1,28,3,1,1
1,0.55,1,7,1,1,1,21,3,1,1
1,0,1,7,1,1,1,46,3,1,1
1,1,0,7,1,1,1,27,3,1,1
1,0.75,0,7,1,1,0,30,3,1,1
1,0.5,0,7,1,1,0,43,3,1,1
1,0,0,7,1,1,0,58,3,1,1
1,1,0,7,1,1,1,45,3,1,1
1,1,1,7.165,1,1,1,58,3,0,1
1,0,0,7.257,1,1,0,27,3,0,1
1,1,0,7.328,1,1,1,27,3,1,1
1,1,0,7.646,1,1,1,25,3,1,1
1,1,0,7.969,1,1,1,36,3,1,1
1,0.25,1,8,1,1,0,20,3,1,1
1,0.25,0,8,1,1,0,18,3,1,1
1,0,0,8,1,1,1,45,3,1,1
1,0,1,8,1,1,1,26,3,1,1
,0.5,,8,1,1,1,47,3,1,1
1,0.5,0,8,1,1,0,49,3,1,1
1,0.75,1,8,1,1,1,22,3,1,1
1,0.25,0,8.112,1,1,0,39,3,1,1
1,1,0,8.265,1,1,0,45,3,1,1
1,0.1,1,9,1,1,0,21,3,1,1
1,0.5,1,9,1,1,0,34,3,1,1
0,0.575,1,9,0,1,0,24,3,0,1
1,1,1,9,1,1,1,49,3,1,1
1,1,1,9,1,1,0,22,3,1,1
1,0.75,1,9,1,1,1,27,3,1,1
1,1,0,9,1,1,1,57,3,1,1
1,1,0,9.938,1,1,0,31,3,1,1
1,1,0,10,1,1,0,44,3,1,1
1,1,1,10,1,1,1,24,3,1,1
1,0.5,0,10,1,1,1,25,3,1,1
1,0.5,0,10,1,1,1,45,3,1,1
1,1,1,10,1,1,0,59,3,1,1
1,0.25,0,10.049,1,1,1,25,3,0,1
1,0.75,0,10.072,0,1,1,52,3,1,1
1,0,0,10.593,0,1,0,33,3,1,1
1,1,0,11,0,1,1,31,3,1,1
1,1,1,11,0,1,0,38,3,1,1
1,1,0,11,0,1,1,31,3,1,1
0,0.35,0,11,1,1,1,24,3,1,1
0,0.25,0,11.11,1,1,0,19,3,1,1
0,0,0,11.127,1,1,1,52,3,0,1
0,1,1,11.175,1,1,0,21,3,1,1
1,0.25,1,11.492,0,1,1,38,3,1,1
1,1,1,11.624,0,1,1,38,3,1,1
0,0.75,1,11.697,1,1,0,22,3,1,1
1,1,1,11.722,0,1,0,32,3,0,0
0,1,1,11.812,1,1,0,33,3,0,1
0,1,0,12,1,1,0,21,3,0,1
0,0,1,12,1,1,0,28,3,1,1
1,0.3,1,12,0,1,1,25,3,1,1
1,1,0,12,0,1,0,57,3,1,1
1,0,0,12,0,1,1,51,3,1,1
0,1,0,12.565,1,1,0,30,3,1,1
1,0.5,1,13,0,1,0,18,3,1,1
1,1,0,13,0,1,0,55,3,1,1
1,0,0,13,0,1,1,29,3,1,1
0,0.75,0,13.067,1,1,1,65,3,1,1
0,1,0,13.559,1,1,1,30,3,0,1
1,0.5,1,13.608,0,1,1,62,3,0,1
0,0.3,0,14,1,1,1,27,3,1,1
0,0.5,1,14,1,1,0,42,3,1,1
1,1,0,14,0,1,0,35,3,1,1
1,1,0,14,0,1,1,36,3,1,1
0,0.75,1,14.045,1,1,0,44,3,1,1
0,0.75,0,14.405,1,1,0,,3,0,1
0,0,0,15,1,1,0,30,3,1,1
1,0.5,0,15,0,1,1,37,3,1,1
1,1,1,15,0,1,1,31,3,1,1
0,0,0,15,1,1,1,25,3,1,1
0,0.5,0,15.109,1,1,0,26,3,1,1
1,0,0,15.197,0,1,0,29,3,1,1
0,0.5,1,15.217,1,1,1,30,3,1,1
0,1,0,15.295,1,1,1,37,3,0,1
0,1,0,15.62,1,1,1,34,3,1,1
0,0.5,1,15.645,1,1,1,47,3,1,1
0,0.5,0,15.77,1,1,1,27,3,0,1
0,0.45,1,16,1,1,0,47,3,1,1
0,1,1,16,1,1,0,32,3,1,1
0,0,0,16,1,1,0,64,3,1,1
0,0.5,1,16.306,1,1,0,26,3,1,1
0,0.75,1,16.315,1,1,1,30,3,1,1
0,1,0,16.534,1,1,0,32,3,1,1
0,1,1,16.604,1,1,1,50,3,1,1
0,1,0,16.77,1,1,1,21,3,1,1
0,0,0,16.835,1,1,0,25,3,0,1
0,1,1,16.992,1,1,0,43,3,1,1
1,1,1,17,0,1,1,26,3,1,1
1,1,1,17,0,1,0,48,3,1,1
0,1,0,17.453,1,1,0,59,3,0,1
0,0.75,1,17.478,1,1,1,36,3,1,1
0,0.55,1,18,1,1,0,20,3,1,1
1,0.25,1,18,0,1,0,37,3,1,1
1,0.25,0,18,0,1,0,28,3,1,1
1,0.25,1,18,0,1,0,48,3,1,1
0,0,1,18,1,1,0,23,3,1,1
1,0.4,1,19,0,1,0,25,3,1,1
0,0.5,0,19,1,1,0,22,3,1,1
0,0,0,19.478,1,1,1,41,3,0,1
0,0.5,1,19.682,1,1,0,65,3,0,1
0,1,1,20,1,1,1,34,3,1,1
1,0.05,0,20,0,1,1,39,3,1,1
0,0.5,0,20,1,1,1,58,3,1,1
0,1,0,20.765,1,1,1,51,3,0,1
1,0.25,0,20.773,0,1,1,26,3,1,1
1,0.5,1,21,0,1,1,33,3,1,1
0,1,0,21.619,1,1,0,59,3,1,1
0,1,1,21.802,1,1,1,58,3,0,1
0,1,1,22,1,1,0,33,3,1,1
0,0.25,1,22.974,1,1,0,35,3,1,1
0,1,0,23,1,1,0,27,3,1,1
0,1,0,23,1,1,1,56,3,1,1
1,0.5,0,23,0,1,0,41,3,1,1
0,0.2,0,23,1,1,0,33,3,1,1
0,0,0,23,1,1,1,51,3,1,1
0,0.4,0,24,1,1,1,23,3,1,1
0,1,0,24,1,1,1,60,3,1,1
0,1,1,24.879,1,1,1,46,3,1,1
0,0,0,25,1,1,1,36,3,1,1
0,0.25,0,25,1,1,1,24,3,1,1
0,0,0,25.171,1,1,1,56,3,1,1
0,0.2,0,25.542,1,1,1,51,3,0,0
0,1,0,25.698,1,1,0,54,3,1,1
0,0.5,1,26,1,1,1,46,3,1,1
0,1,0,26.679,1,1,1,65,3,1,1
0,1,1,27,1,1,1,57,3,1,1
0,0.25,0,27,1,1,1,58,3,1,1
0,1,0,27,1,1,1,44,3,1,1
0,0.75,1,28,1,1,1,58,3,1,1
0,0.5,1,28,1,1,1,27,3,1,1
0,0.75,1,28,1,1,0,39,3,1,1
0,1,0,29,1,1,1,32,3,1,1
0,0,0,29.367,1,1,1,26,3,0,1
0,1,0,30,1,1,0,32,3,1,1
0,0,0,30,1,1,0,64,3,1,1
0,0.9,0,31,1,1,1,47,3,1,1
0,0.25,0,31,1,1,1,57,3,1,1
0,0.65,1,31,1,1,0,28,3,1,1
0,1,0,31.356,1,1,1,20,3,0,1
0,0.05,0,33,1,1,1,44,3,1,1
0,0,0,33,1,1,1,63,3,1,1
0,1,1,33,1,1,1,42,3,1,1
0,0.75,0,33.076,1,1,1,32,3,1,1
0,1,0,34.452,1,1,0,32,3,1,1
0,1,0,36,1,1,1,45,3,1,1
0,0.5,1,38,1,1,1,32,3,1,1
0,0.1,0,40,1,1,1,47,3,1,1
0,1,0,46,1,1,1,31,3,1,1
0,0,0,53.672,1,1,1,48,3,1,1
0,1,0,54,1,1,0,41,3,1,1
0,0.25,0,87,1,1,1,36,3,1,1
0,0.35,0,88,1,1,1,58,3,1,1
0,0.25,1,89,1,1,1,52,3,1,1
0,0.5,1,97,1,1,0,28,3,1,1
0,0,0,,,1,1,37,3,1,1
0,0,0,,,1,1,40,3,1,1
1,0,0,,,1,0,25,3,1,1
1,0.1,1,1.546,1,1,0,33,l2,0,0
1,0,0,2.198,1,1,0,19,l2,0,1
0,0.4,1,2.302,0,1,0,24,l2,0,0
1,0,1,2.642,1,1,1,26,l2,0,0
1,1,1,2.659,1,1,1,22,l2,0,1
1,0.25,0,2.741,1,1,1,20,l2,1,1
0,0,0,2.893,0,1,1,18,l2,1,1
1,1,0,2.903,1,1,0,24,l2,1,1
1,0.5,1,2.987,1,1,1,45,l2,0,0
1,1,0,3,1,1,0,20,l2,1,1
1,1,0,3,1,1,1,33,l2,1,1
1,0,0,3,1,1,1,30,l2,1,1
0,1,0,3,0,1,0,30,l2,0,1
0,0,0,3,0,1,0,18,l2,1,1
1,0.75,1,3,1,1,0,18,l2,1,1
1,1,0,3,1,1,1,21,l2,1,1
1,1,1,3,1,1,0,19,l2,1,1
1,1,1,3,1,1,1,20,l2,1,1
1,1,0,3,1,1,0,23,l2,1,1
0,1,1,3,0,1,1,27,l2,1,1
1,1,0,3,1,1,0,22,l2,1,1
1,1,1,3.106,1,1,1,57,l2,1,1
0,0.5,0,3.111,0,1,1,29,l2,0,1
1,0,0,3.144,1,1,1,20,l2,1,1
1,1,0,3.152,1,1,0,20,l2,0,0
1,1,0,3.162,1,1,0,19,l2,1,1
1,0,1,3.187,1,1,1,58,l2,0,0
1,0.5,0,3.188,1,1,1,26,l2,0,1
